"X","x"
1256,"TreeConifer"
1257,"Abiotic"
1258,"TreeConifer"
1259,"TreeConifer"
1260,"TreeConifer"
1261,"TreeConifer"
1262,"Abiotic"
1263,"TreeConifer"
1264,"Abiotic"
1265,"TreeConifer"
1266,"TreeConifer"
1267,"Abiotic"
1268,"Graminoid"
1269,"Abiotic"
1270,"TreeConifer"
1271,"Abiotic"
1272,"Abiotic"
1273,"TreeConifer"
1274,"Abiotic"
1275,"TreeConifer"
1276,"TreeConifer"
1277,"TreeConifer"
1278,"TreeConifer"
1279,"TreeConifer"
1280,"TreeConifer"
1281,"Graminoid"
1282,"Graminoid"
1283,"TreeConifer"
1284,"TreeConifer"
1285,"TreeConifer"
1286,"TreeConifer"
1287,"TreeConifer"
1288,"TreeConifer"
1289,"Abiotic"
1290,"TreeConifer"
1291,"TreeConifer"
1292,"TreeConifer"
1293,"TreeConifer"
1294,"Abiotic"
1295,"TreeConifer"
1296,"Abiotic"
1297,"TreeConifer"
1298,"TreeConifer"
1299,"TreeConifer"
1300,"TreeConifer"
1301,"TreeConifer"
1302,"Abiotic"
1303,"Abiotic"
1304,"TreeConifer"
1305,"TreeConifer"
1306,"TreeConifer"
1307,"TreeConifer"
1308,"TreeBroadleaf"
1309,"ShrubEvergreen"
1310,"TreeConifer"
1311,"Abiotic"
1312,"TreeConifer"
1313,"ShrubEvergreen"
1314,"Graminoid"
1315,"TreeConifer"
1316,"Abiotic"
1317,"TreeConifer"
1318,"Abiotic"
1319,"TreeConifer"
1320,"ShrubDecid"
1321,"Abiotic"
1322,"ShrubDecid"
1323,"TreeConifer"
1324,"Moss"
1325,"Abiotic"
1326,"TreeConifer"
1327,"TreeConifer"
1328,"TreeConifer"
1329,"TreeConifer"
1330,"ShrubEvergreen"
1331,"TreeConifer"
1332,"Abiotic"
1333,"TreeConifer"
1334,"TreeConifer"
1335,"TreeConifer"
1336,"ShrubEvergreen"
1337,"TreeConifer"
1338,"TreeConifer"
1339,"Abiotic"
1340,"TreeConifer"
1341,"TreeConifer"
1342,"TreeConifer"
1343,"TreeConifer"
1344,"TreeConifer"
1345,"ShrubEvergreen"
1346,"TreeConifer"
1347,"Abiotic"
1348,"Abiotic"
1349,"Abiotic"
1350,"TreeConifer"
1351,"TreeConifer"
1352,"Abiotic"
1353,"ShrubEvergreen"
1354,"TreeConifer"
1355,"Abiotic"
1356,"TreeConifer"
1357,"TreeConifer"
1358,"Abiotic"
1359,"TreeConifer"
1360,"TreeConifer"
1361,"Abiotic"
1362,"Abiotic"
1363,"Abiotic"
1364,"TreeBroadleaf"
1365,"TreeConifer"
1366,"ShrubEvergreen"
1367,"TreeConifer"
1368,"Abiotic"
1369,"TreeConifer"
1370,"Graminoid"
1371,"TreeConifer"
1372,"TreeConifer"
1373,"Abiotic"
1374,"TreeConifer"
1375,"TreeBroadleaf"
1376,"TreeConifer"
1377,"TreeConifer"
1378,"TreeConifer"
1379,"TreeBroadleaf"
1380,"Abiotic"
1381,"TreeConifer"
1382,"TreeConifer"
1383,"TreeConifer"
1384,"TreeConifer"
1385,"TreeConifer"
1386,"TreeConifer"
1387,"TreeConifer"
1388,"Abiotic"
1389,"TreeConifer"
1390,"TreeConifer"
1391,"Abiotic"
1392,"TreeConifer"
1393,"TreeConifer"
1394,"Abiotic"
1395,"TreeConifer"
1396,"TreeConifer"
1397,"Abiotic"
1398,"TreeConifer"
1399,"Abiotic"
1400,"TreeBroadleaf"
1401,"TreeConifer"
1402,"TreeBroadleaf"
1403,"TreeConifer"
1404,"TreeConifer"
1405,"TreeConifer"
1406,"ShrubEvergreen"
1407,"TreeConifer"
1408,"TreeConifer"
1409,"TreeConifer"
1410,"TreeConifer"
1411,"Abiotic"
1412,"TreeConifer"
1413,"TreeConifer"
1414,"TreeConifer"
1415,"ShrubDecid"
1416,"ShrubDecid"
1417,"TreeConifer"
1418,"Graminoid"
1419,"TreeConifer"
1420,"TreeConifer"
1421,"TreeConifer"
1422,"TreeConifer"
1423,"TreeConifer"
1424,"Lichen"
1425,"TreeConifer"
1426,"Abiotic"
1427,"TreeConifer"
1428,"Lichen"
1429,"Abiotic"
1430,"TreeConifer"
1431,"Abiotic"
1432,"TreeConifer"
1433,"TreeConifer"
1434,"TreeConifer"
1435,"TreeBroadleaf"
1436,"Graminoid"
1437,"TreeConifer"
1438,"Lichen"
1439,"Lichen"
1440,"ShrubDecid"
1441,"TreeConifer"
1442,"TreeConifer"
1443,"TreeConifer"
1444,"TreeConifer"
1445,"Abiotic"
1446,"TreeConifer"
1447,"TreeConifer"
1448,"Abiotic"
1449,"TreeConifer"
1450,"TreeConifer"
1451,"TreeConifer"
1452,"TreeConifer"
1453,"TreeConifer"
1454,"TreeConifer"
1455,"TreeConifer"
1456,"TreeConifer"
1457,"TreeConifer"
1458,"ShrubEvergreen"
1459,"TreeConifer"
1460,"Abiotic"
1461,"TreeConifer"
1462,"ShrubEvergreen"
1463,"TreeConifer"
1464,"TreeConifer"
1465,"Abiotic"
1466,"TreeConifer"
1467,"TreeConifer"
1468,"TreeConifer"
1469,"Abiotic"
1470,"TreeConifer"
1471,"Abiotic"
1472,"TreeConifer"
1473,"TreeConifer"
1474,"Lichen"
1475,"TreeConifer"
1476,"TreeConifer"
1477,"Abiotic"
1478,"TreeConifer"
1479,"TreeConifer"
1480,"Abiotic"
1481,"TreeConifer"
1482,"TreeConifer"
1483,"TreeConifer"
1484,"TreeConifer"
1485,"Graminoid"
1486,"Abiotic"
1487,"TreeConifer"
1488,"TreeConifer"
1489,"TreeConifer"
1490,"TreeConifer"
1491,"Graminoid"
1492,"Abiotic"
1493,"TreeConifer"
1494,"TreeConifer"
1495,"TreeConifer"
1496,"TreeConifer"
1497,"TreeConifer"
1498,"TreeConifer"
1499,"TreeConifer"
1500,"Lichen"
1501,"TreeBroadleaf"
1502,"TreeConifer"
1503,"TreeConifer"
1504,"TreeConifer"
1505,"TreeConifer"
1506,"ShrubEvergreen"
1507,"TreeConifer"
1508,"TreeConifer"
1509,"ShrubDecid"
1510,"TreeConifer"
1511,"TreeConifer"
1512,"TreeConifer"
1513,"TreeConifer"
1514,"TreeBroadleaf"
1515,"TreeConifer"
1516,"TreeConifer"
1517,"TreeConifer"
1518,"TreeConifer"
1519,"Abiotic"
1520,"Abiotic"
1521,"TreeConifer"
1522,"TreeConifer"
1523,"TreeConifer"
1524,"TreeConifer"
1525,"TreeConifer"
1526,"TreeConifer"
1527,"TreeConifer"
1528,"TreeConifer"
1529,"TreeBroadleaf"
1530,"Abiotic"
1531,"Abiotic"
1532,"TreeConifer"
1533,"TreeConifer"
1534,"TreeConifer"
1535,"Graminoid"
1536,"TreeConifer"
1537,"TreeConifer"
1538,"TreeConifer"
1539,"TreeConifer"
1540,"Abiotic"
1541,"TreeConifer"
1542,"Moss"
1543,"TreeConifer"
1544,"TreeConifer"
1545,"TreeConifer"
1546,"TreeConifer"
1547,"TreeConifer"
1548,"TreeConifer"
1549,"TreeConifer"
1550,"Moss"
1551,"ShrubEvergreen"
1552,"TreeConifer"
1553,"TreeConifer"
1554,"TreeConifer"
1555,"TreeConifer"
1556,"TreeConifer"
1557,"TreeConifer"
1558,"TreeConifer"
1559,"TreeConifer"
1560,"TreeConifer"
1561,"Lichen"
1562,"Abiotic"
1563,"TreeConifer"
1564,"Abiotic"
1565,"TreeConifer"
1566,"Abiotic"
1567,"Lichen"
1568,"Abiotic"
1569,"TreeConifer"
1570,"TreeConifer"
1571,"TreeConifer"
1572,"Abiotic"
1573,"TreeConifer"
1574,"TreeConifer"
1575,"ShrubDecid"
1576,"TreeConifer"
1577,"Abiotic"
1578,"TreeConifer"
1579,"Abiotic"
1580,"TreeConifer"
1581,"TreeConifer"
1582,"TreeConifer"
1583,"TreeConifer"
1584,"ShrubDecid"
1585,"TreeConifer"
1586,"TreeConifer"
1587,"Abiotic"
1588,"Abiotic"
1589,"TreeConifer"
1590,"TreeConifer"
1591,"TreeConifer"
1592,"TreeConifer"
1593,"TreeConifer"
1594,"Graminoid"
1595,"Abiotic"
1596,"TreeConifer"
1597,"TreeConifer"
1598,"TreeConifer"
1599,"Abiotic"
1600,"Abiotic"
1601,"TreeConifer"
1602,"TreeConifer"
1603,"Abiotic"
1604,"ShrubDecid"
1605,"TreeConifer"
1606,"TreeConifer"
1607,"TreeConifer"
1608,"Abiotic"
1609,"TreeConifer"
1610,"TreeConifer"
1611,"Abiotic"
1612,"TreeConifer"
1613,"ShrubEvergreen"
1614,"TreeConifer"
1615,"Moss"
1616,"ShrubEvergreen"
1617,"TreeConifer"
1618,"TreeConifer"
1619,"Abiotic"
1620,"TreeConifer"
1621,"TreeConifer"
1622,"TreeConifer"
1623,"TreeConifer"
1624,"TreeConifer"
1625,"TreeConifer"
1626,"TreeConifer"
1627,"TreeConifer"
1628,"Abiotic"
1629,"TreeConifer"
1630,"TreeConifer"
1631,"Abiotic"
1632,"TreeConifer"
1633,"Abiotic"
1634,"TreeBroadleaf"
1635,"TreeConifer"
1636,"TreeConifer"
1637,"TreeConifer"
1638,"TreeConifer"
1639,"TreeConifer"
1640,"Abiotic"
1641,"TreeConifer"
1642,"Abiotic"
1643,"ShrubEvergreen"
1644,"TreeConifer"
1645,"Abiotic"
1646,"TreeConifer"
1647,"TreeConifer"
1648,"TreeConifer"
1649,"TreeConifer"
1650,"TreeConifer"
1651,"TreeConifer"
1652,"TreeConifer"
1653,"ShrubEvergreen"
1654,"TreeConifer"
1655,"Abiotic"
1656,"TreeConifer"
1657,"TreeConifer"
1658,"TreeBroadleaf"
1659,"ShrubDecid"
1660,"TreeConifer"
1661,"TreeConifer"
1662,"TreeConifer"
1663,"TreeConifer"
1664,"TreeConifer"
1665,"TreeConifer"
1666,"Graminoid"
1667,"TreeConifer"
1668,"TreeConifer"
1669,"TreeConifer"
1670,"Abiotic"
1671,"TreeConifer"
1672,"TreeConifer"
1673,"TreeConifer"
1674,"TreeConifer"
1675,"TreeConifer"
1676,"TreeConifer"
1677,"TreeConifer"
1678,"TreeConifer"
1679,"TreeConifer"
1680,"TreeConifer"
1681,"TreeConifer"
1682,"TreeConifer"
1683,"TreeConifer"
1684,"TreeConifer"
1685,"TreeConifer"
1686,"TreeConifer"
1687,"TreeConifer"
1688,"TreeConifer"
1689,"TreeConifer"
1690,"Abiotic"
1691,"TreeConifer"
1692,"TreeConifer"
1693,"TreeConifer"
1694,"Moss"
1695,"TreeConifer"
1696,"Abiotic"
1697,"Abiotic"
1698,"TreeConifer"
1699,"TreeConifer"
1700,"Graminoid"
1701,"Abiotic"
1702,"TreeConifer"
1703,"TreeConifer"
1704,"TreeConifer"
1705,"Graminoid"
1706,"Abiotic"
1707,"ShrubDecid"
1708,"ShrubEvergreen"
1709,"TreeConifer"
1710,"Graminoid"
1711,"TreeConifer"
1712,"TreeBroadleaf"
1713,"ShrubDecid"
1714,"TreeConifer"
1715,"TreeConifer"
1716,"TreeConifer"
1717,"Abiotic"
1718,"TreeConifer"
1719,"ShrubEvergreen"
1720,"TreeConifer"
1721,"Lichen"
1722,"TreeConifer"
1723,"TreeConifer"
1724,"TreeConifer"
1725,"Abiotic"
1726,"Lichen"
1727,"TreeConifer"
1728,"TreeConifer"
1729,"TreeConifer"
1730,"TreeConifer"
1731,"Lichen"
1732,"Abiotic"
1733,"TreeConifer"
1734,"TreeConifer"
1735,"TreeConifer"
1736,"TreeConifer"
1737,"Abiotic"
1738,"Abiotic"
1739,"ShrubDecid"
1740,"Lichen"
1741,"TreeConifer"
1742,"ShrubDecid"
1743,"TreeConifer"
1744,"TreeConifer"
1745,"Abiotic"
1746,"TreeConifer"
1747,"TreeConifer"
1748,"TreeConifer"
1749,"TreeConifer"
1750,"TreeConifer"
1751,"Abiotic"
1752,"Moss"
1753,"Abiotic"
1754,"TreeConifer"
1755,"TreeConifer"
1756,"TreeConifer"
1757,"TreeConifer"
1758,"TreeConifer"
1759,"ShrubEvergreen"
1760,"TreeConifer"
1761,"TreeConifer"
1762,"Abiotic"
1763,"TreeConifer"
1764,"ShrubEvergreen"
1765,"TreeConifer"
1766,"TreeConifer"
1767,"TreeConifer"
1768,"TreeConifer"
1769,"Abiotic"
1770,"TreeConifer"
1771,"TreeConifer"
1772,"TreeConifer"
1773,"TreeConifer"
1774,"Moss"
1775,"TreeConifer"
1776,"TreeConifer"
1777,"Abiotic"
1778,"TreeConifer"
1779,"TreeConifer"
1780,"TreeConifer"
1781,"TreeConifer"
1782,"Abiotic"
1783,"ShrubDecid"
1784,"ShrubDecid"
1785,"Abiotic"
1786,"ShrubEvergreen"
1787,"Abiotic"
1788,"Abiotic"
1789,"TreeConifer"
1790,"TreeConifer"
1791,"TreeConifer"
1792,"TreeConifer"
1793,"TreeConifer"
1794,"TreeConifer"
1795,"ShrubEvergreen"
1796,"TreeConifer"
1797,"TreeConifer"
1798,"TreeConifer"
1799,"TreeConifer"
1800,"TreeConifer"
1801,"TreeConifer"
1802,"ShrubEvergreen"
1803,"Abiotic"
1804,"Moss"
1805,"ShrubEvergreen"
1806,"TreeConifer"
1807,"Abiotic"
1808,"TreeConifer"
1809,"TreeConifer"
1810,"TreeConifer"
1811,"TreeConifer"
1812,"TreeConifer"
1813,"ShrubDecid"
1814,"TreeConifer"
1815,"ShrubDecid"
1816,"Abiotic"
1817,"TreeConifer"
1818,"TreeConifer"
1819,"TreeConifer"
1820,"Graminoid"
1821,"TreeBroadleaf"
1822,"TreeConifer"
1823,"TreeConifer"
1824,"Abiotic"
1825,"ShrubEvergreen"
1826,"Abiotic"
1827,"Abiotic"
1828,"TreeConifer"
1829,"TreeConifer"
1830,"Abiotic"
1831,"TreeConifer"
1832,"Abiotic"
1833,"TreeConifer"
1834,"TreeConifer"
1835,"TreeConifer"
1836,"Lichen"
1837,"Abiotic"
1838,"Abiotic"
1839,"TreeConifer"
1840,"TreeConifer"
1841,"TreeConifer"
1842,"TreeConifer"
1843,"TreeConifer"
1844,"Graminoid"
1845,"Abiotic"
1846,"Abiotic"
1847,"TreeConifer"
1848,"TreeConifer"
1849,"ShrubEvergreen"
1850,"TreeConifer"
1851,"TreeConifer"
1852,"TreeConifer"
1853,"Abiotic"
1854,"TreeConifer"
1855,"TreeConifer"
1856,"TreeConifer"
1857,"TreeConifer"
1858,"TreeConifer"
1859,"TreeConifer"
1860,"TreeConifer"
1861,"TreeConifer"
1862,"ShrubDecid"
1863,"Moss"
1864,"TreeConifer"
1865,"Abiotic"
1866,"Abiotic"
1867,"TreeConifer"
1868,"TreeConifer"
1869,"Abiotic"
1870,"Abiotic"
1871,"TreeConifer"
1872,"TreeConifer"
1873,"TreeConifer"
1874,"TreeConifer"
1875,"Abiotic"
1876,"Abiotic"
1877,"TreeConifer"
1878,"TreeConifer"
1879,"TreeConifer"
1880,"TreeConifer"
1881,"TreeConifer"
1882,"TreeConifer"
1883,"TreeConifer"
1884,"ShrubEvergreen"
1885,"TreeConifer"
1886,"TreeConifer"
1887,"TreeConifer"
1888,"TreeConifer"
1889,"Abiotic"
1890,"TreeConifer"
1891,"ShrubDecid"
1892,"TreeConifer"
1893,"TreeConifer"
1894,"TreeConifer"
1895,"ShrubEvergreen"
1896,"Abiotic"
1897,"Abiotic"
1898,"Abiotic"
1899,"TreeConifer"
1900,"Abiotic"
1901,"TreeConifer"
1902,"TreeConifer"
1903,"Moss"
1904,"TreeConifer"
1905,"TreeConifer"
1906,"TreeConifer"
1907,"Abiotic"
1908,"TreeConifer"
1909,"Graminoid"
1910,"TreeConifer"
1911,"Abiotic"
1912,"ShrubEvergreen"
1913,"TreeConifer"
1914,"Abiotic"
1915,"Abiotic"
1916,"TreeConifer"
1917,"TreeConifer"
1918,"TreeConifer"
1919,"ShrubDecid"
1920,"ShrubEvergreen"
1921,"TreeConifer"
1922,"ShrubDecid"
1923,"TreeConifer"
1924,"Abiotic"
1925,"TreeConifer"
1926,"TreeConifer"
1927,"ShrubDecid"
1928,"TreeConifer"
1929,"TreeConifer"
1930,"TreeConifer"
1931,"TreeConifer"
1932,"Abiotic"
1933,"TreeConifer"
1934,"TreeConifer"
1935,"TreeConifer"
1936,"Abiotic"
1937,"Abiotic"
1938,"TreeConifer"
1939,"TreeConifer"
1940,"Abiotic"
1941,"TreeBroadleaf"
1942,"TreeConifer"
1943,"TreeConifer"
1944,"TreeConifer"
1945,"TreeBroadleaf"
1946,"TreeConifer"
1947,"TreeConifer"
1948,"TreeConifer"
1949,"TreeConifer"
1950,"TreeConifer"
1951,"Abiotic"
1952,"TreeConifer"
1953,"TreeConifer"
1954,"ShrubDecid"
1955,"Moss"
1956,"TreeConifer"
1957,"TreeConifer"
1958,"Moss"
1959,"TreeConifer"
1960,"TreeConifer"
1961,"TreeConifer"
1962,"TreeConifer"
1963,"TreeConifer"
1964,"TreeConifer"
1965,"ShrubEvergreen"
1966,"TreeConifer"
1967,"Abiotic"
1968,"TreeConifer"
1969,"TreeConifer"
1970,"Abiotic"
1971,"TreeConifer"
1972,"TreeConifer"
1973,"TreeConifer"
1974,"TreeConifer"
1975,"TreeConifer"
1976,"TreeConifer"
1977,"TreeConifer"
1978,"TreeConifer"
1979,"Abiotic"
1980,"TreeConifer"
1981,"Abiotic"
1982,"TreeConifer"
1983,"ShrubDecid"
1984,"Abiotic"
1985,"Graminoid"
1986,"TreeConifer"
1987,"ShrubEvergreen"
1988,"TreeConifer"
1989,"ShrubEvergreen"
1990,"TreeConifer"
1991,"TreeConifer"
1992,"Abiotic"
1993,"TreeConifer"
1994,"TreeConifer"
1995,"TreeConifer"
1996,"TreeConifer"
1997,"TreeConifer"
1998,"Abiotic"
1999,"Abiotic"
2000,"TreeConifer"
2001,"TreeConifer"
2002,"TreeConifer"
2003,"TreeConifer"
2004,"Abiotic"
2005,"TreeConifer"
2006,"Abiotic"
2007,"TreeConifer"
2008,"TreeConifer"
2009,"TreeConifer"
2010,"Abiotic"
2011,"Abiotic"
2012,"TreeConifer"
2013,"TreeConifer"
2014,"Abiotic"
2015,"TreeConifer"
2016,"TreeConifer"
2017,"TreeConifer"
2018,"TreeConifer"
2019,"TreeConifer"
2020,"ShrubEvergreen"
2021,"TreeConifer"
2022,"ShrubDecid"
2023,"TreeBroadleaf"
2024,"TreeConifer"
2025,"Abiotic"
2026,"TreeConifer"
2027,"TreeConifer"
2028,"Abiotic"
2029,"Abiotic"
2030,"TreeConifer"
2031,"TreeConifer"
2032,"TreeConifer"
2033,"TreeConifer"
2034,"Abiotic"
2035,"TreeConifer"
2036,"TreeConifer"
2037,"TreeConifer"
2038,"TreeConifer"
2039,"TreeConifer"
2040,"TreeConifer"
2041,"TreeConifer"
2042,"ShrubEvergreen"
2043,"TreeConifer"
2044,"Abiotic"
2045,"Abiotic"
2046,"TreeConifer"
2047,"TreeConifer"
2048,"Abiotic"
2049,"TreeConifer"
2050,"TreeConifer"
2051,"Moss"
2052,"TreeConifer"
2053,"Graminoid"
2054,"TreeConifer"
2055,"TreeConifer"
2056,"Lichen"
2057,"TreeConifer"
2058,"TreeConifer"
2059,"TreeConifer"
2060,"TreeConifer"
2061,"TreeConifer"
2062,"TreeConifer"
2063,"TreeConifer"
2064,"TreeConifer"
2065,"TreeConifer"
2066,"Abiotic"
2067,"Abiotic"
2068,"TreeConifer"
2069,"TreeConifer"
2070,"TreeConifer"
2071,"Abiotic"
2072,"Lichen"
2073,"Abiotic"
2074,"TreeConifer"
2075,"TreeConifer"
2076,"Abiotic"
2077,"TreeConifer"
2078,"TreeConifer"
2079,"TreeConifer"
2080,"Abiotic"
2081,"TreeConifer"
2082,"Moss"
2083,"ShrubEvergreen"
2084,"Abiotic"
2085,"Abiotic"
2086,"TreeConifer"
2087,"ShrubEvergreen"
2088,"Moss"
2089,"TreeConifer"
2090,"TreeConifer"
2091,"TreeConifer"
2092,"TreeConifer"
2093,"TreeConifer"
2094,"TreeConifer"
2095,"TreeConifer"
2096,"ShrubEvergreen"
2097,"TreeConifer"
2098,"TreeBroadleaf"
2099,"TreeConifer"
2100,"TreeConifer"
2101,"ShrubDecid"
2102,"TreeConifer"
2103,"TreeConifer"
2104,"TreeConifer"
2105,"TreeBroadleaf"
2106,"TreeConifer"
2107,"TreeConifer"
2108,"Abiotic"
2109,"Abiotic"
2110,"Abiotic"
2111,"TreeConifer"
2112,"TreeConifer"
2113,"TreeConifer"
2114,"TreeConifer"
2115,"Moss"
2116,"TreeBroadleaf"
2117,"TreeConifer"
2118,"Lichen"
2119,"ShrubEvergreen"
2120,"TreeConifer"
2121,"TreeConifer"
2122,"TreeConifer"
2123,"TreeConifer"
2124,"TreeConifer"
2125,"Lichen"
2126,"Graminoid"
2127,"Moss"
2128,"TreeConifer"
2129,"Abiotic"
2130,"Abiotic"
2131,"TreeConifer"
2132,"TreeConifer"
2133,"TreeConifer"
2134,"TreeConifer"
2135,"TreeConifer"
2136,"TreeConifer"
2137,"ShrubEvergreen"
2138,"TreeConifer"
2139,"TreeConifer"
2140,"TreeConifer"
2141,"Abiotic"
2142,"Abiotic"
2143,"Abiotic"
2144,"Abiotic"
2145,"TreeConifer"
2146,"TreeConifer"
2147,"TreeConifer"
2148,"TreeConifer"
2149,"TreeConifer"
2150,"ShrubEvergreen"
2151,"TreeConifer"
2152,"Abiotic"
2153,"TreeConifer"
2154,"TreeConifer"
2155,"TreeConifer"
2156,"TreeConifer"
2157,"Abiotic"
2158,"TreeBroadleaf"
2159,"TreeConifer"
2160,"Abiotic"
2161,"TreeConifer"
2162,"TreeConifer"
2163,"Abiotic"
2164,"Abiotic"
2165,"TreeBroadleaf"
2166,"Abiotic"
2167,"TreeConifer"
2168,"ShrubDecid"
2169,"Abiotic"
2170,"TreeConifer"
2171,"Abiotic"
2172,"Abiotic"
2173,"TreeConifer"
2174,"TreeConifer"
2175,"TreeConifer"
2176,"TreeConifer"
2177,"TreeConifer"
2178,"TreeConifer"
2179,"TreeBroadleaf"
2180,"TreeConifer"
2181,"TreeConifer"
2182,"Graminoid"
2183,"TreeConifer"
2184,"TreeConifer"
2185,"TreeConifer"
2186,"TreeConifer"
2187,"Abiotic"
2188,"TreeConifer"
2189,"TreeConifer"
2190,"TreeConifer"
2191,"TreeConifer"
2192,"Abiotic"
2193,"TreeConifer"
2194,"ShrubEvergreen"
2195,"TreeConifer"
2196,"TreeConifer"
2197,"TreeBroadleaf"
2198,"TreeConifer"
2199,"ShrubDecid"
2200,"Abiotic"
2201,"Abiotic"
2202,"TreeBroadleaf"
2203,"TreeConifer"
2204,"TreeConifer"
2205,"Abiotic"
2206,"Moss"
2207,"TreeConifer"
2208,"Abiotic"
2209,"TreeConifer"
2210,"TreeConifer"
2211,"TreeConifer"
2212,"TreeConifer"
2213,"ShrubEvergreen"
2214,"Moss"
2215,"TreeConifer"
2216,"TreeConifer"
2217,"TreeConifer"
2218,"Abiotic"
2219,"ShrubDecid"
2220,"Abiotic"
2221,"TreeConifer"
2222,"Lichen"
2223,"TreeConifer"
2224,"TreeConifer"
2225,"Abiotic"
2226,"TreeConifer"
2227,"Lichen"
2228,"Abiotic"
2229,"TreeConifer"
2230,"Graminoid"
2231,"TreeConifer"
2232,"TreeConifer"
2233,"Abiotic"
2234,"Abiotic"
2235,"TreeConifer"
2236,"TreeConifer"
2237,"Abiotic"
2238,"Abiotic"
2239,"ShrubDecid"
2240,"TreeConifer"
2241,"TreeConifer"
2242,"TreeConifer"
2243,"TreeConifer"
2244,"ShrubDecid"
2245,"Abiotic"
2246,"TreeConifer"
2247,"TreeConifer"
2248,"Abiotic"
2249,"TreeConifer"
2250,"TreeConifer"
2251,"TreeBroadleaf"
2252,"TreeConifer"
2253,"Abiotic"
2254,"Graminoid"
2255,"TreeConifer"
2256,"TreeConifer"
2257,"TreeConifer"
2258,"Abiotic"
2259,"TreeConifer"
2260,"TreeConifer"
2261,"TreeConifer"
2262,"ShrubDecid"
2263,"TreeConifer"
2264,"TreeConifer"
2265,"ShrubEvergreen"
2266,"TreeConifer"
2267,"Moss"
2268,"TreeConifer"
2269,"TreeConifer"
2270,"TreeConifer"
2271,"TreeConifer"
2272,"ShrubDecid"
2273,"Abiotic"
2274,"TreeBroadleaf"
2275,"TreeConifer"
2276,"TreeConifer"
2277,"TreeConifer"
2278,"TreeConifer"
2279,"TreeConifer"
2280,"Lichen"
2281,"Lichen"
2282,"Abiotic"
2283,"TreeConifer"
2284,"ShrubEvergreen"
2285,"TreeConifer"
2286,"TreeConifer"
2287,"TreeConifer"
2288,"TreeConifer"
2289,"TreeConifer"
2290,"Abiotic"
2291,"TreeConifer"
2292,"ShrubEvergreen"
2293,"Abiotic"
2294,"TreeConifer"
2295,"TreeConifer"
2296,"Abiotic"
2297,"ShrubDecid"
2298,"TreeConifer"
2299,"TreeConifer"
2300,"TreeConifer"
2301,"TreeConifer"
2302,"TreeConifer"
2303,"TreeConifer"
2304,"Abiotic"
2305,"TreeConifer"
2306,"TreeConifer"
2307,"Abiotic"
2308,"TreeConifer"
2309,"Abiotic"
2310,"TreeConifer"
2311,"TreeConifer"
2312,"TreeConifer"
2313,"TreeConifer"
2314,"Abiotic"
2315,"ShrubEvergreen"
2316,"TreeConifer"
2317,"TreeConifer"
2318,"ShrubEvergreen"
2319,"Abiotic"
2320,"TreeConifer"
2321,"TreeConifer"
2322,"TreeConifer"
2323,"ShrubDecid"
2324,"Moss"
2325,"TreeConifer"
2326,"TreeConifer"
2327,"TreeConifer"
2328,"Moss"
2329,"Abiotic"
2330,"Abiotic"
2331,"TreeConifer"
2332,"TreeConifer"
2333,"Abiotic"
2334,"Graminoid"
2335,"Graminoid"
2336,"TreeConifer"
2337,"Abiotic"
2338,"Abiotic"
2339,"TreeConifer"
2340,"ShrubEvergreen"
2341,"Abiotic"
2342,"ShrubEvergreen"
2343,"TreeConifer"
2344,"TreeConifer"
2345,"ShrubEvergreen"
2346,"TreeConifer"
2347,"TreeConifer"
2348,"ShrubEvergreen"
2349,"TreeBroadleaf"
2350,"TreeConifer"
2351,"TreeConifer"
2352,"TreeConifer"
2353,"Abiotic"
2354,"TreeConifer"
2355,"TreeConifer"
2356,"Abiotic"
2357,"Abiotic"
2358,"Abiotic"
2359,"TreeConifer"
2360,"TreeConifer"
2361,"TreeConifer"
2362,"TreeConifer"
2363,"TreeConifer"
2364,"TreeConifer"
2365,"TreeConifer"
2366,"Abiotic"
2367,"TreeConifer"
2368,"TreeConifer"
2369,"TreeConifer"
2370,"Abiotic"
2371,"TreeConifer"
2372,"TreeConifer"
2373,"TreeConifer"
2374,"TreeConifer"
2375,"Abiotic"
2376,"TreeConifer"
2377,"TreeConifer"
2378,"TreeConifer"
2379,"Abiotic"
2380,"TreeConifer"
2381,"TreeConifer"
2382,"Abiotic"
2383,"ShrubEvergreen"
2384,"TreeConifer"
2385,"TreeConifer"
2386,"TreeConifer"
2387,"TreeConifer"
2388,"TreeConifer"
2389,"Abiotic"
2390,"TreeConifer"
2391,"TreeConifer"
2392,"TreeConifer"
2393,"TreeConifer"
2394,"TreeConifer"
2395,"TreeConifer"
2396,"TreeConifer"
2397,"TreeConifer"
2398,"Abiotic"
2399,"Graminoid"
2400,"ShrubEvergreen"
2401,"TreeBroadleaf"
2402,"TreeConifer"
2403,"TreeConifer"
2404,"TreeConifer"
2405,"TreeConifer"
2406,"Lichen"
2407,"TreeConifer"
2408,"TreeConifer"
2409,"Graminoid"
2410,"TreeConifer"
2411,"Lichen"
2412,"TreeConifer"
2413,"Abiotic"
2414,"TreeConifer"
2415,"Abiotic"
2416,"TreeConifer"
2417,"Abiotic"
2418,"TreeConifer"
2419,"TreeConifer"
2420,"TreeConifer"
2421,"Moss"
2422,"Abiotic"
2423,"TreeConifer"
2424,"TreeConifer"
2425,"Graminoid"
2426,"TreeConifer"
2427,"Graminoid"
2428,"TreeConifer"
