"x" "y" "z"
"1394" "-148.064787224091" "65.1893530143798" "pilaci"
"1395" "-148.064786092636" "65.1893530143798" "plagiomnium"
"1396" "-148.064784961182" "65.1893530143798" "plesch"
"1397" "-148.064783829727" "65.1893530143798" "poljun"
"1398" "-148.064782698273" "65.1893530143798" "polytrichum"
"1399" "-148.064781566818" "65.1893530143798" "popbal"
"1400" "-148.064780435364" "65.1893530143798" "quartz"
"1401" "-148.064779303909" "65.1893530143798" "raclan"
"1402" "-148.064778172455" "65.1893530143798" "rhigeo"
"1403" "-148.064777041" "65.1893530143798" "rhyrug"
"1404" "-148.064775909545" "65.1893530143798" "rosaci"
"1405" "-148.064774778091" "65.1893530143798" "rosasc"
"1406" "-148.064773646636" "65.1893530143798" "rubcam"
"1407" "-148.064772515182" "65.1893530143798" "rubcha"
"1408" "-148.064771383727" "65.1893530143798" "salala"
"1409" "-148.064770252273" "65.1893530143798" "salarb"
"1410" "-148.064769120818" "65.1893530143798" "salgla"
"1411" "-148.064767989364" "65.1893530143798" "sallan"
"1412" "-148.064766857909" "65.1893530143798" "Salova"
"1413" "-148.064765726455" "65.1893530143798" "salpul"
"1414" "-148.064764595" "65.1893530143798" "salric"
"1415" "-148.064763463545" "65.1893530143798" "SAPU15"
"1416" "-148.064762332091" "65.1893530143798" "SAPU6"
"1417" "-148.064761200636" "65.1893530143798" "sphagn"
"1418" "-148.064760069182" "65.1893530143798" "sphfus"
"1419" "-148.064758937727" "65.1893530143798" "spruce bark"
"1420" "-148.064795144273" "65.189352539024" "stepas"
"1421" "-148.064794012818" "65.189352539024" "stetas"
"1422" "-148.064792881364" "65.189352539024" "toefeldia"
"1423" "-148.064791749909" "65.189352539024" "tomnit"
"1424" "-148.064790618455" "65.189352539024" "tragra"
"1425" "-148.064789487" "65.189352539024" "umbarc"
"1426" "-148.064788355545" "65.189352539024" "umbhyp"
"1427" "-148.064787224091" "65.189352539024" "vaculi"
"1428" "-148.064786092636" "65.189352539024" "vacvit"
"1429" "-148.064784961182" "65.189352539024" "VAVI"
"1430" "-148.064783829727" "65.189352539024" "wooly_salix"
"1431" "-148.064782698273" "65.189352539024" "aleoch"
"1432" "-148.064781566818" "65.189352539024" "alnfru"
"1433" "-148.064780435364" "65.189352539024" "arccen"
"1434" "-148.064779303909" "65.189352539024" "arcnig"
"1435" "-148.064778172455" "65.189352539024" "arcrub"
"1436" "-148.064777041" "65.189352539024" "arcsta"
"1437" "-148.064775909545" "65.189352539024" "ARFU2"
"1438" "-148.064774778091" "65.189352539024" "ARLA2"
"1439" "-148.064773646636" "65.189352539024" "asachr"
"1440" "-148.064772515182" "65.189352539024" "aulpal"
"1441" "-148.064771383727" "65.189352539024" "aultur"
"1442" "-148.064770252273" "65.189352539024" "bare rock"
"1443" "-148.064769120818" "65.189352539024" "bare_soil"
"1444" "-148.064767989364" "65.189352539024" "betnan"
"1445" "-148.064766857909" "65.189352539024" "betneo"
"1446" "-148.064765726455" "65.189352539024" "CAAQ"
"1447" "-148.064764595" "65.189352539024" "calcan"
"1448" "-148.064763463545" "65.189352539024" "carlin"
"1449" "-148.064762332091" "65.189352539024" "carlyn"
"1450" "-148.064761200636" "65.189352539024" "carram"
"1451" "-148.064760069182" "65.189352539024" "castet"
"1452" "-148.064758937727" "65.189352539024" "cerpur"
"1453" "-148.064795144273" "65.1893520636683" "cetisl"
"1454" "-148.064794012818" "65.1893520636683" "cetlae"
"1455" "-148.064792881364" "65.1893520636683" "claama"
"1456" "-148.064791749909" "65.1893520636683" "clacor"
"1457" "-148.064790618455" "65.1893520636683" "clagra"
"1458" "-148.064789487" "65.1893520636683" "clamit"
"1459" "-148.064788355545" "65.1893520636683" "claran"
"1460" "-148.064787224091" "65.1893520636683" "claste"
"1461" "-148.064786092636" "65.1893520636683" "clasty"
"1462" "-148.064784961182" "65.1893520636683" "clasul"
"1463" "-148.064783829727" "65.1893520636683" "claunc"
"1464" "-148.064782698273" "65.1893520636683" "dacarc"
"1465" "-148.064781566818" "65.1893520636683" "dead salix"
"1466" "-148.064780435364" "65.1893520636683" "dicranum"
"1467" "-148.064779303909" "65.1893520636683" "dryala"
"1468" "-148.064778172455" "65.1893520636683" "dryhyb"
"1469" "-148.064777041" "65.1893520636683" "dryoct"
"1470" "-148.064775909545" "65.1893520636683" "DUFI"
"1471" "-148.064774778091" "65.1893520636683" "empnig"
"1472" "-148.064773646636" "65.1893520636683" "equarv"
"1473" "-148.064772515182" "65.1893520636683" "equsyl"
"1474" "-148.064771383727" "65.1893520636683" "ERAN6"
"1475" "-148.064770252273" "65.1893520636683" "erivag"
"1476" "-148.064769120818" "65.1893520636683" "flaniv"
"1477" "-148.064767989364" "65.1893520636683" "gravel"
"1478" "-148.064766857909" "65.1893520636683" "grey_rhizocarpon"
"1479" "-148.064765726455" "65.1893520636683" "herlan"
"1480" "-148.064764595" "65.1893520636683" "hylspl"
"1481" "-148.064763463545" "65.1893520636683" "hypspl"
"1482" "-148.064762332091" "65.1893520636683" "icmeri"
"1483" "-148.064761200636" "65.1893520636683" "irisit"
"1484" "-148.064760069182" "65.1893520636683" "leddec"
"1485" "-148.064758937727" "65.1893520636683" "loipro"
"1486" "-148.064795144273" "65.1893515883125" "luparc"
"1487" "-148.064794012818" "65.1893515883125" "masric"
"1488" "-148.064792881364" "65.1893515883125" "melanelia"
"1489" "-148.064791749909" "65.1893515883125" "melhep"
"1490" "-148.064790618455" "65.1893515883125" "naparc"
"1491" "-148.064789487" "65.1893515883125" "neparc"
"1492" "-148.064788355545" "65.1893515883125" "orange_Porpidia"
"1493" "-148.064787224091" "65.1893515883125" "paramb"
"1494" "-148.064786092636" "65.1893515883125" "paromp"
"1495" "-148.064784961182" "65.1893515883125" "pedrac"
"1496" "-148.064783829727" "65.1893515883125" "pedsud"
"1497" "-148.064782698273" "65.1893515883125" "PEFR5"
"1498" "-148.064781566818" "65.1893515883125" "pelapt"
"1499" "-148.064780435364" "65.1893515883125" "pelleu"
"1500" "-148.064779303909" "65.1893515883125" "pelmal"
"1501" "-148.064778172455" "65.1893515883125" "pelsca"
"1502" "-148.064777041" "65.1893515883125" "petfri"
"1503" "-148.064775909545" "65.1893515883125" "picmar"
"1504" "-148.064774778091" "65.1893515883125" "pilaci"
"1505" "-148.064773646636" "65.1893515883125" "plagiomnium"
"1506" "-148.064772515182" "65.1893515883125" "plesch"
"1507" "-148.064771383727" "65.1893515883125" "poljun"
"1508" "-148.064770252273" "65.1893515883125" "polytrichum"
"1509" "-148.064769120818" "65.1893515883125" "popbal"
"1510" "-148.064767989364" "65.1893515883125" "quartz"
"1511" "-148.064766857909" "65.1893515883125" "raclan"
"1512" "-148.064765726455" "65.1893515883125" "rhigeo"
"1513" "-148.064764595" "65.1893515883125" "rhyrug"
"1514" "-148.064763463545" "65.1893515883125" "rosaci"
"1515" "-148.064762332091" "65.1893515883125" "rosasc"
"1516" "-148.064761200636" "65.1893515883125" "rubcam"
"1517" "-148.064760069182" "65.1893515883125" "rubcha"
"1518" "-148.064758937727" "65.1893515883125" "salala"
"1519" "-148.064795144273" "65.1893511129567" "salarb"
"1520" "-148.064794012818" "65.1893511129567" "salgla"
"1521" "-148.064792881364" "65.1893511129567" "sallan"
"1522" "-148.064791749909" "65.1893511129567" "Salova"
"1523" "-148.064790618455" "65.1893511129567" "salpul"
"1524" "-148.064789487" "65.1893511129567" "salric"
"1525" "-148.064788355545" "65.1893511129567" "SAPU15"
"1526" "-148.064787224091" "65.1893511129567" "SAPU6"
"1527" "-148.064786092636" "65.1893511129567" "sphagn"
"1528" "-148.064784961182" "65.1893511129567" "sphfus"
"1529" "-148.064783829727" "65.1893511129567" "spruce bark"
"1530" "-148.064782698273" "65.1893511129567" "stepas"
"1531" "-148.064781566818" "65.1893511129567" "stetas"
"1532" "-148.064780435364" "65.1893511129567" "toefeldia"
"1533" "-148.064779303909" "65.1893511129567" "tomnit"
"1534" "-148.064778172455" "65.1893511129567" "tragra"
"1535" "-148.064777041" "65.1893511129567" "umbarc"
"1536" "-148.064775909545" "65.1893511129567" "umbhyp"
"1537" "-148.064774778091" "65.1893511129567" "vaculi"
"1538" "-148.064773646636" "65.1893511129567" "vacvit"
"1539" "-148.064772515182" "65.1893511129567" "VAVI"
"1540" "-148.064771383727" "65.1893511129567" "wooly_salix"
"1541" "-148.064770252273" "65.1893511129567" "aleoch"
"1542" "-148.064769120818" "65.1893511129567" "alnfru"
"1543" "-148.064767989364" "65.1893511129567" "arccen"
"1544" "-148.064766857909" "65.1893511129567" "arcnig"
"1545" "-148.064765726455" "65.1893511129567" "arcrub"
"1546" "-148.064764595" "65.1893511129567" "arcsta"
"1547" "-148.064763463545" "65.1893511129567" "ARFU2"
"1548" "-148.064762332091" "65.1893511129567" "ARLA2"
"1549" "-148.064761200636" "65.1893511129567" "asachr"
"1550" "-148.064760069182" "65.1893511129567" "aulpal"
"1551" "-148.064758937727" "65.1893511129567" "aultur"
"1552" "-148.064795144273" "65.189350637601" "bare rock"
"1553" "-148.064794012818" "65.189350637601" "bare_soil"
"1554" "-148.064792881364" "65.189350637601" "betnan"
"1555" "-148.064791749909" "65.189350637601" "betneo"
"1556" "-148.064790618455" "65.189350637601" "CAAQ"
"1557" "-148.064789487" "65.189350637601" "calcan"
"1558" "-148.064788355545" "65.189350637601" "carlin"
"1559" "-148.064787224091" "65.189350637601" "carlyn"
"1560" "-148.064786092636" "65.189350637601" "carram"
"1561" "-148.064784961182" "65.189350637601" "castet"
"1562" "-148.064783829727" "65.189350637601" "cerpur"
"1563" "-148.064782698273" "65.189350637601" "cetisl"
"1564" "-148.064781566818" "65.189350637601" "cetlae"
"1565" "-148.064780435364" "65.189350637601" "claama"
"1566" "-148.064779303909" "65.189350637601" "clacor"
"1567" "-148.064778172455" "65.189350637601" "clagra"
"1568" "-148.064777041" "65.189350637601" "clamit"
"1569" "-148.064775909545" "65.189350637601" "claran"
"1570" "-148.064774778091" "65.189350637601" "claste"
"1571" "-148.064773646636" "65.189350637601" "clasty"
"1572" "-148.064772515182" "65.189350637601" "clasul"
"1573" "-148.064771383727" "65.189350637601" "claunc"
"1574" "-148.064770252273" "65.189350637601" "dacarc"
"1575" "-148.064769120818" "65.189350637601" "dead salix"
"1576" "-148.064767989364" "65.189350637601" "dicranum"
"1577" "-148.064766857909" "65.189350637601" "dryala"
"1578" "-148.064765726455" "65.189350637601" "dryhyb"
"1579" "-148.064764595" "65.189350637601" "dryoct"
"1580" "-148.064763463545" "65.189350637601" "DUFI"
"1581" "-148.064762332091" "65.189350637601" "empnig"
"1582" "-148.064761200636" "65.189350637601" "equarv"
"1583" "-148.064760069182" "65.189350637601" "equsyl"
"1584" "-148.064758937727" "65.189350637601" "ERAN6"
"1585" "-148.064795144273" "65.1893501622452" "erivag"
"1586" "-148.064794012818" "65.1893501622452" "flaniv"
"1587" "-148.064792881364" "65.1893501622452" "gravel"
"1588" "-148.064791749909" "65.1893501622452" "grey_rhizocarpon"
"1589" "-148.064790618455" "65.1893501622452" "herlan"
"1590" "-148.064789487" "65.1893501622452" "hylspl"
"1591" "-148.064788355545" "65.1893501622452" "hypspl"
"1592" "-148.064787224091" "65.1893501622452" "icmeri"
"1593" "-148.064786092636" "65.1893501622452" "irisit"
"1594" "-148.064784961182" "65.1893501622452" "leddec"
"1595" "-148.064783829727" "65.1893501622452" "loipro"
"1596" "-148.064782698273" "65.1893501622452" "luparc"
"1597" "-148.064781566818" "65.1893501622452" "masric"
"1598" "-148.064780435364" "65.1893501622452" "melanelia"
"1599" "-148.064779303909" "65.1893501622452" "melhep"
"1600" "-148.064778172455" "65.1893501622452" "naparc"
"1601" "-148.064777041" "65.1893501622452" "neparc"
"1602" "-148.064775909545" "65.1893501622452" "orange_Porpidia"
"1603" "-148.064774778091" "65.1893501622452" "paramb"
"1604" "-148.064773646636" "65.1893501622452" "paromp"
"1605" "-148.064772515182" "65.1893501622452" "pedrac"
"1606" "-148.064771383727" "65.1893501622452" "pedsud"
"1607" "-148.064770252273" "65.1893501622452" "PEFR5"
"1608" "-148.064769120818" "65.1893501622452" "pelapt"
"1609" "-148.064767989364" "65.1893501622452" "pelleu"
"1610" "-148.064766857909" "65.1893501622452" "pelmal"
"1611" "-148.064765726455" "65.1893501622452" "pelsca"
"1612" "-148.064764595" "65.1893501622452" "petfri"
"1613" "-148.064763463545" "65.1893501622452" "picmar"
"1614" "-148.064762332091" "65.1893501622452" "pilaci"
"1615" "-148.064761200636" "65.1893501622452" "plagiomnium"
"1616" "-148.064760069182" "65.1893501622452" "plesch"
"1617" "-148.064758937727" "65.1893501622452" "poljun"
"1618" "-148.064795144273" "65.1893496868894" "polytrichum"
"1619" "-148.064794012818" "65.1893496868894" "popbal"
"1620" "-148.064792881364" "65.1893496868894" "quartz"
"1621" "-148.064791749909" "65.1893496868894" "raclan"
"1622" "-148.064790618455" "65.1893496868894" "rhigeo"
"1623" "-148.064789487" "65.1893496868894" "rhyrug"
"1624" "-148.064788355545" "65.1893496868894" "rosaci"
"1625" "-148.064787224091" "65.1893496868894" "rosasc"
"1626" "-148.064786092636" "65.1893496868894" "rubcam"
"1627" "-148.064784961182" "65.1893496868894" "rubcha"
"1628" "-148.064783829727" "65.1893496868894" "salala"
"1629" "-148.064782698273" "65.1893496868894" "salarb"
"1630" "-148.064781566818" "65.1893496868894" "salgla"
"1631" "-148.064780435364" "65.1893496868894" "sallan"
"1632" "-148.064779303909" "65.1893496868894" "Salova"
"1633" "-148.064778172455" "65.1893496868894" "salpul"
"1634" "-148.064777041" "65.1893496868894" "salric"
"1635" "-148.064775909545" "65.1893496868894" "SAPU15"
"1636" "-148.064774778091" "65.1893496868894" "SAPU6"
"1637" "-148.064773646636" "65.1893496868894" "sphagn"
"1638" "-148.064772515182" "65.1893496868894" "sphfus"
"1639" "-148.064771383727" "65.1893496868894" "spruce bark"
"1640" "-148.064770252273" "65.1893496868894" "stepas"
"1641" "-148.064769120818" "65.1893496868894" "stetas"
"1642" "-148.064767989364" "65.1893496868894" "toefeldia"
"1643" "-148.064766857909" "65.1893496868894" "tomnit"
"1644" "-148.064765726455" "65.1893496868894" "tragra"
"1645" "-148.064764595" "65.1893496868894" "umbarc"
"1646" "-148.064763463545" "65.1893496868894" "umbhyp"
"1647" "-148.064762332091" "65.1893496868894" "vaculi"
"1648" "-148.064761200636" "65.1893496868894" "vacvit"
"1649" "-148.064760069182" "65.1893496868894" "VAVI"
"1650" "-148.064758937727" "65.1893496868894" "wooly_salix"
"1651" "-148.064795144273" "65.1893492115337" "aleoch"
"1652" "-148.064794012818" "65.1893492115337" "alnfru"
"1653" "-148.064792881364" "65.1893492115337" "arccen"
"1654" "-148.064791749909" "65.1893492115337" "arcnig"
"1655" "-148.064790618455" "65.1893492115337" "arcrub"
"1656" "-148.064789487" "65.1893492115337" "arcsta"
"1657" "-148.064788355545" "65.1893492115337" "ARFU2"
"1658" "-148.064787224091" "65.1893492115337" "ARLA2"
"1659" "-148.064786092636" "65.1893492115337" "asachr"
"1660" "-148.064784961182" "65.1893492115337" "aulpal"
"1661" "-148.064783829727" "65.1893492115337" "aultur"
"1662" "-148.064782698273" "65.1893492115337" "bare rock"
"1663" "-148.064781566818" "65.1893492115337" "bare_soil"
"1664" "-148.064780435364" "65.1893492115337" "betnan"
"1665" "-148.064779303909" "65.1893492115337" "betneo"
"1666" "-148.064778172455" "65.1893492115337" "CAAQ"
"1667" "-148.064777041" "65.1893492115337" "calcan"
"1668" "-148.064775909545" "65.1893492115337" "carlin"
"1669" "-148.064774778091" "65.1893492115337" "carlyn"
"1670" "-148.064773646636" "65.1893492115337" "carram"
"1671" "-148.064772515182" "65.1893492115337" "castet"
"1672" "-148.064771383727" "65.1893492115337" "cerpur"
"1673" "-148.064770252273" "65.1893492115337" "cetisl"
"1674" "-148.064769120818" "65.1893492115337" "cetlae"
"1675" "-148.064767989364" "65.1893492115337" "claama"
"1676" "-148.064766857909" "65.1893492115337" "clacor"
"1677" "-148.064765726455" "65.1893492115337" "clagra"
"1678" "-148.064764595" "65.1893492115337" "clamit"
"1679" "-148.064763463545" "65.1893492115337" "claran"
"1680" "-148.064762332091" "65.1893492115337" "claste"
"1681" "-148.064761200636" "65.1893492115337" "clasty"
"1682" "-148.064760069182" "65.1893492115337" "clasul"
"1683" "-148.064758937727" "65.1893492115337" "claunc"
"1684" "-148.064795144273" "65.1893487361779" "dacarc"
"1685" "-148.064794012818" "65.1893487361779" "dead salix"
"1686" "-148.064792881364" "65.1893487361779" "dicranum"
"1687" "-148.064791749909" "65.1893487361779" "dryala"
"1688" "-148.064790618455" "65.1893487361779" "dryhyb"
"1689" "-148.064789487" "65.1893487361779" "dryoct"
"1690" "-148.064788355545" "65.1893487361779" "DUFI"
"1691" "-148.064787224091" "65.1893487361779" "empnig"
"1692" "-148.064786092636" "65.1893487361779" "equarv"
"1693" "-148.064784961182" "65.1893487361779" "equsyl"
"1694" "-148.064783829727" "65.1893487361779" "ERAN6"
"1695" "-148.064782698273" "65.1893487361779" "erivag"
"1696" "-148.064781566818" "65.1893487361779" "flaniv"
"1697" "-148.064780435364" "65.1893487361779" "gravel"
"1698" "-148.064779303909" "65.1893487361779" "grey_rhizocarpon"
"1699" "-148.064778172455" "65.1893487361779" "herlan"
"1700" "-148.064777041" "65.1893487361779" "hylspl"
"1701" "-148.064775909545" "65.1893487361779" "hypspl"
"1702" "-148.064774778091" "65.1893487361779" "icmeri"
"1703" "-148.064773646636" "65.1893487361779" "irisit"
"1704" "-148.064772515182" "65.1893487361779" "leddec"
"1705" "-148.064771383727" "65.1893487361779" "loipro"
"1706" "-148.064770252273" "65.1893487361779" "luparc"
"1707" "-148.064769120818" "65.1893487361779" "masric"
"1708" "-148.064767989364" "65.1893487361779" "melanelia"
"1709" "-148.064766857909" "65.1893487361779" "melhep"
"1710" "-148.064765726455" "65.1893487361779" "naparc"
"1711" "-148.064764595" "65.1893487361779" "neparc"
"1712" "-148.064763463545" "65.1893487361779" "orange_Porpidia"
"1713" "-148.064762332091" "65.1893487361779" "paramb"
"1714" "-148.064761200636" "65.1893487361779" "paromp"
"1715" "-148.064760069182" "65.1893487361779" "pedrac"
"1716" "-148.064758937727" "65.1893487361779" "pedsud"
"1717" "-148.064795144273" "65.1893482608221" "PEFR5"
"1718" "-148.064794012818" "65.1893482608221" "pelapt"
"1719" "-148.064792881364" "65.1893482608221" "pelleu"
"1720" "-148.064791749909" "65.1893482608221" "pelmal"
"1721" "-148.064790618455" "65.1893482608221" "pelsca"
"1722" "-148.064789487" "65.1893482608221" "petfri"
"1723" "-148.064788355545" "65.1893482608221" "picmar"
"1724" "-148.064787224091" "65.1893482608221" "pilaci"
"1725" "-148.064786092636" "65.1893482608221" "plagiomnium"
"1726" "-148.064784961182" "65.1893482608221" "plesch"
"1727" "-148.064783829727" "65.1893482608221" "poljun"
"1728" "-148.064782698273" "65.1893482608221" "polytrichum"
"1729" "-148.064781566818" "65.1893482608221" "popbal"
"1730" "-148.064780435364" "65.1893482608221" "quartz"
"1731" "-148.064779303909" "65.1893482608221" "raclan"
"1732" "-148.064778172455" "65.1893482608221" "rhigeo"
"1733" "-148.064777041" "65.1893482608221" "rhyrug"
"1734" "-148.064775909545" "65.1893482608221" "rosaci"
"1735" "-148.064774778091" "65.1893482608221" "rosasc"
"1736" "-148.064773646636" "65.1893482608221" "rubcam"
"1737" "-148.064772515182" "65.1893482608221" "rubcha"
"1738" "-148.064771383727" "65.1893482608221" "salala"
"1739" "-148.064770252273" "65.1893482608221" "salarb"
"1740" "-148.064769120818" "65.1893482608221" "salgla"
"1741" "-148.064767989364" "65.1893482608221" "sallan"
"1742" "-148.064766857909" "65.1893482608221" "Salova"
"1743" "-148.064765726455" "65.1893482608221" "salpul"
"1744" "-148.064764595" "65.1893482608221" "salric"
"1745" "-148.064763463545" "65.1893482608221" "SAPU15"
"1746" "-148.064762332091" "65.1893482608221" "SAPU6"
"1747" "-148.064761200636" "65.1893482608221" "sphagn"
"1748" "-148.064760069182" "65.1893482608221" "sphfus"
"1749" "-148.064758937727" "65.1893482608221" "spruce bark"
"1750" "-148.064795144273" "65.1893477854663" "stepas"
"1751" "-148.064794012818" "65.1893477854663" "stetas"
"1752" "-148.064792881364" "65.1893477854663" "toefeldia"
"1753" "-148.064791749909" "65.1893477854663" "tomnit"
"1754" "-148.064790618455" "65.1893477854663" "tragra"
"1755" "-148.064789487" "65.1893477854663" "umbarc"
"1756" "-148.064788355545" "65.1893477854663" "umbhyp"
"1757" "-148.064787224091" "65.1893477854663" "vaculi"
"1758" "-148.064786092636" "65.1893477854663" "vacvit"
"1759" "-148.064784961182" "65.1893477854663" "VAVI"
"1760" "-148.064783829727" "65.1893477854663" "wooly_salix"
"1761" "-148.064782698273" "65.1893477854663" "aleoch"
"1762" "-148.064781566818" "65.1893477854663" "alnfru"
"1763" "-148.064780435364" "65.1893477854663" "arccen"
"1764" "-148.064779303909" "65.1893477854663" "arcnig"
"1765" "-148.064778172455" "65.1893477854663" "arcrub"
"1766" "-148.064777041" "65.1893477854663" "arcsta"
"1767" "-148.064775909545" "65.1893477854663" "ARFU2"
"1768" "-148.064774778091" "65.1893477854663" "ARLA2"
"1769" "-148.064773646636" "65.1893477854663" "asachr"
"1770" "-148.064772515182" "65.1893477854663" "aulpal"
"1771" "-148.064771383727" "65.1893477854663" "aultur"
"1772" "-148.064770252273" "65.1893477854663" "bare rock"
"1773" "-148.064769120818" "65.1893477854663" "bare_soil"
"1774" "-148.064767989364" "65.1893477854663" "betnan"
"1775" "-148.064766857909" "65.1893477854663" "betneo"
"1776" "-148.064765726455" "65.1893477854663" "CAAQ"
"1777" "-148.064764595" "65.1893477854663" "calcan"
"1778" "-148.064763463545" "65.1893477854663" "carlin"
"1779" "-148.064762332091" "65.1893477854663" "carlyn"
"1780" "-148.064761200636" "65.1893477854663" "carram"
"1781" "-148.064760069182" "65.1893477854663" "castet"
"1782" "-148.064758937727" "65.1893477854663" "cerpur"
"1783" "-148.064795144273" "65.1893473101106" "cetisl"
"1784" "-148.064794012818" "65.1893473101106" "cetlae"
"1785" "-148.064792881364" "65.1893473101106" "claama"
"1786" "-148.064791749909" "65.1893473101106" "clacor"
"1787" "-148.064790618455" "65.1893473101106" "clagra"
"1788" "-148.064789487" "65.1893473101106" "clamit"
"1789" "-148.064788355545" "65.1893473101106" "claran"
"1790" "-148.064787224091" "65.1893473101106" "claste"
"1791" "-148.064786092636" "65.1893473101106" "clasty"
"1792" "-148.064784961182" "65.1893473101106" "clasul"
"1793" "-148.064783829727" "65.1893473101106" "claunc"
"1794" "-148.064782698273" "65.1893473101106" "dacarc"
"1795" "-148.064781566818" "65.1893473101106" "dead salix"
"1796" "-148.064780435364" "65.1893473101106" "dicranum"
"1797" "-148.064779303909" "65.1893473101106" "dryala"
"1798" "-148.064778172455" "65.1893473101106" "dryhyb"
"1799" "-148.064777041" "65.1893473101106" "dryoct"
"1800" "-148.064775909545" "65.1893473101106" "DUFI"
"1801" "-148.064774778091" "65.1893473101106" "empnig"
"1802" "-148.064773646636" "65.1893473101106" "equarv"
"1803" "-148.064772515182" "65.1893473101106" "equsyl"
"1804" "-148.064771383727" "65.1893473101106" "ERAN6"
"1805" "-148.064770252273" "65.1893473101106" "erivag"
"1806" "-148.064769120818" "65.1893473101106" "flaniv"
"1807" "-148.064767989364" "65.1893473101106" "gravel"
"1808" "-148.064766857909" "65.1893473101106" "grey_rhizocarpon"
"1809" "-148.064765726455" "65.1893473101106" "herlan"
"1810" "-148.064764595" "65.1893473101106" "hylspl"
"1811" "-148.064763463545" "65.1893473101106" "hypspl"
"1812" "-148.064762332091" "65.1893473101106" "icmeri"
"1813" "-148.064761200636" "65.1893473101106" "irisit"
"1814" "-148.064760069182" "65.1893473101106" "leddec"
"1815" "-148.064758937727" "65.1893473101106" "loipro"
"1816" "-148.064795144273" "65.1893468347548" "luparc"
"1817" "-148.064794012818" "65.1893468347548" "masric"
"1818" "-148.064792881364" "65.1893468347548" "melanelia"
"1819" "-148.064791749909" "65.1893468347548" "melhep"
"1820" "-148.064790618455" "65.1893468347548" "naparc"
"1821" "-148.064789487" "65.1893468347548" "neparc"
"1822" "-148.064788355545" "65.1893468347548" "orange_Porpidia"
"1823" "-148.064787224091" "65.1893468347548" "paramb"
"1824" "-148.064786092636" "65.1893468347548" "paromp"
"1825" "-148.064784961182" "65.1893468347548" "pedrac"
"1826" "-148.064783829727" "65.1893468347548" "pedsud"
"1827" "-148.064782698273" "65.1893468347548" "PEFR5"
"1828" "-148.064781566818" "65.1893468347548" "pelapt"
"1829" "-148.064780435364" "65.1893468347548" "pelleu"
"1830" "-148.064779303909" "65.1893468347548" "pelmal"
"1831" "-148.064778172455" "65.1893468347548" "pelsca"
"1832" "-148.064777041" "65.1893468347548" "petfri"
"1833" "-148.064775909545" "65.1893468347548" "picmar"
"1834" "-148.064774778091" "65.1893468347548" "pilaci"
"1835" "-148.064773646636" "65.1893468347548" "plagiomnium"
"1836" "-148.064772515182" "65.1893468347548" "plesch"
"1837" "-148.064771383727" "65.1893468347548" "poljun"
"1838" "-148.064770252273" "65.1893468347548" "polytrichum"
"1839" "-148.064769120818" "65.1893468347548" "popbal"
"1840" "-148.064767989364" "65.1893468347548" "quartz"
"1841" "-148.064766857909" "65.1893468347548" "raclan"
"1842" "-148.064765726455" "65.1893468347548" "rhigeo"
"1843" "-148.064764595" "65.1893468347548" "rhyrug"
"1844" "-148.064763463545" "65.1893468347548" "rosaci"
"1845" "-148.064762332091" "65.1893468347548" "rosasc"
"1846" "-148.064761200636" "65.1893468347548" "rubcam"
"1847" "-148.064760069182" "65.1893468347548" "rubcha"
"1848" "-148.064758937727" "65.1893468347548" "salala"
"1849" "-148.064795144273" "65.189346359399" "salarb"
"1850" "-148.064794012818" "65.189346359399" "salgla"
"1851" "-148.064792881364" "65.189346359399" "sallan"
"1852" "-148.064791749909" "65.189346359399" "Salova"
"1853" "-148.064790618455" "65.189346359399" "salpul"
"1854" "-148.064789487" "65.189346359399" "salric"
"1855" "-148.064788355545" "65.189346359399" "SAPU15"
"1856" "-148.064787224091" "65.189346359399" "SAPU6"
"1857" "-148.064786092636" "65.189346359399" "sphagn"
"1858" "-148.064784961182" "65.189346359399" "sphfus"
"1859" "-148.064783829727" "65.189346359399" "spruce bark"
"1860" "-148.064782698273" "65.189346359399" "stepas"
"1861" "-148.064781566818" "65.189346359399" "stetas"
"1862" "-148.064780435364" "65.189346359399" "toefeldia"
"1863" "-148.064779303909" "65.189346359399" "tomnit"
"1864" "-148.064778172455" "65.189346359399" "tragra"
"1865" "-148.064777041" "65.189346359399" "umbarc"
"1866" "-148.064775909545" "65.189346359399" "umbhyp"
"1867" "-148.064774778091" "65.189346359399" "vaculi"
"1868" "-148.064773646636" "65.189346359399" "vacvit"
"1869" "-148.064772515182" "65.189346359399" "VAVI"
"1870" "-148.064771383727" "65.189346359399" "wooly_salix"
"1871" "-148.064770252273" "65.189346359399" "aleoch"
"1872" "-148.064769120818" "65.189346359399" "alnfru"
"1873" "-148.064767989364" "65.189346359399" "arccen"
"1874" "-148.064766857909" "65.189346359399" "arcnig"
"1875" "-148.064765726455" "65.189346359399" "arcrub"
"1876" "-148.064764595" "65.189346359399" "arcsta"
"1877" "-148.064763463545" "65.189346359399" "ARFU2"
"1878" "-148.064762332091" "65.189346359399" "ARLA2"
"1879" "-148.064761200636" "65.189346359399" "asachr"
"1880" "-148.064760069182" "65.189346359399" "aulpal"
"1881" "-148.064758937727" "65.189346359399" "aultur"
"1882" "-148.064795144273" "65.1893458840433" "bare rock"
"1883" "-148.064794012818" "65.1893458840433" "bare_soil"
"1884" "-148.064792881364" "65.1893458840433" "betnan"
