"PFT","PFT_2","PFT_3","PFT_4"
"arcrub","Arctostaphyllos","Dwarf_Shrub_Broad","Dwarf Shrub"
"arcrub","Arctostaphyllos","Dwarf_Shrub_Broad","Dwarf Shrub"
"arcrub","Arctostaphyllos","Dwarf_Shrub_Broad","Dwarf Shrub"
"arcrub","Arctostaphyllos","Dwarf_Shrub_Broad","Dwarf Shrub"
"arctop","Unknown","Lichen_Yellow","Unknown"
"arctop","Unknown","Lichen_Yellow","Unknown"
"arctop","Unknown","Lichen_Yellow","Unknown"
"arctop","Unknown","Lichen_Yellow","Unknown"
"arctop","Unknown","Lichen_Yellow","Unknown"
"aulpal","Aulacomnium palustre","Moss_Acrocarp","Moss"
"aulpal","Aulacomnium palustre","Moss_Acrocarp","Moss"
"aulpal","Aulacomnium palustre","Moss_Acrocarp","Moss"
"aulpal","Aulacomnium palustre","Moss_Acrocarp","Moss"
"aulpal","Aulacomnium palustre","Moss_Acrocarp","Moss"
"aulpal","Aulacomnium palustre","Moss_Acrocarp","Moss"
"aultur","Aulacomnium turgidum","Moss_Acrocarp","Moss"
"aultur","Aulacomnium turgidum","Moss_Acrocarp","Moss"
"bare_soil","Bare Soil","Abiotic_Soil","Abiotic"
"bare_soil","Bare Soil","Abiotic_Soil","Abiotic"
"bare_soil","Bare Soil","Abiotic_Soil","Abiotic"
"bare_soil","Bare Soil","Abiotic_Soil","Abiotic"
"bare_soil","Bare Soil","Abiotic_Soil","Abiotic"
"bare_soil","Bare Soil","Abiotic_Soil","Abiotic"
"bare_soil","Bare Soil","Abiotic_Soil","Abiotic"
"bare_soil","Bare Soil","Abiotic_Soil","Abiotic"
"bare rock","Bare Rock","Abiotic_Rock","Abiotic"
"bare rock","Bare Rock","Abiotic_Rock","Abiotic"
"bare rock","Bare Rock","Abiotic_Rock","Abiotic"
"bare rock","Bare Rock","Abiotic_Rock","Abiotic"
"bare rock","Bare Rock","Abiotic_Rock","Abiotic"
"bare rock","Bare Rock","Abiotic_Rock","Abiotic"
"bare rock","Bare Rock","Abiotic_Rock","Abiotic"
"cetisl","Cetraria islandica","Lichen_Dark","Lichen"
"cetisl","Cetraria islandica","Lichen_Dark","Lichen"
"cetisl","Cetraria islandica","Lichen_Dark","Lichen"
"cetisl","Cetraria islandica","Lichen_Dark","Lichen"
"cetlae","Cetraria laevigata","Lichen_Dark","Lichen"
"cetlae","Cetraria laevigata","Lichen_Dark","Lichen"
"cetlae","Cetraria laevigata","Lichen_Dark","Lichen"
"claama","Cladonia amaurocraea","Lichen_Yellow","Lichen"
"claama","Cladonia amaurocraea","Lichen_Yellow","Lichen"
"clagra","Cladonia gracilis","Lichen_Dark","Lichen"
"clagra","Cladonia gracilis","Lichen_Dark","Lichen"
"clagra","Cladonia gracilis","Lichen_Dark","Lichen"
"clagra","Cladonia gracilis","Lichen_Dark","Lichen"
"clagra","Cladonia gracilis","Lichen_Dark","Lichen"
"clagra","Cladonia gracilis","Lichen_Dark","Lichen"
"clamit","Cladonia mitis","Lichen_Yellow","Lichen"
"clamit","Cladonia mitis","Lichen_Yellow","Lichen"
"clamit","Cladonia mitis","Lichen_Yellow","Lichen"
"clamit","Cladonia mitis","Lichen_Yellow","Lichen"
"clamit","Cladonia mitis","Lichen_Yellow","Lichen"
"clamit","Cladonia mitis","Lichen_Yellow","Lichen"
"clamit","Cladonia mitis","Lichen_Yellow","Lichen"
"claste","Cladonia steallaris","Lichen_Yellow","Lichen"
"claste","Cladonia steallaris","Lichen_Yellow","Lichen"
"claste","Cladonia steallaris","Lichen_Yellow","Lichen"
"claste","Cladonia steallaris","Lichen_Yellow","Lichen"
"claste","Cladonia steallaris","Lichen_Yellow","Lichen"
"claste","Cladonia steallaris","Lichen_Yellow","Lichen"
"claste","Cladonia steallaris","Lichen_Yellow","Lichen"
"claste","Cladonia steallaris","Lichen_Yellow","Lichen"
"flacuc","Flavocetraria cucculata","Lichen_Yellow","Lichen"
"flacuc","Flavocetraria cucculata","Lichen_Yellow","Lichen"
"flacuc","Flavocetraria cucculata","Lichen_Yellow","Lichen"
"flacuc","Flavocetraria cucculata","Lichen_Yellow","Lichen"
"flacuc","Flavocetraria cucculata","Lichen_Yellow","Lichen"
"flaniv","Flavocetraria nivalis","Lichen_Yellow","Lichen"
"flaniv","Flavocetraria nivalis","Lichen_Yellow","Lichen"
"flaniv","Flavocetraria nivalis","Lichen_Yellow","Lichen"
"flaniv","Flavocetraria nivalis","Lichen_Yellow","Lichen"
"flaniv","Flavocetraria nivalis","Lichen_Yellow","Lichen"
"flaniv","Flavocetraria nivalis","Lichen_Yellow","Lichen"
"flaniv","Flavocetraria nivalis","Lichen_Yellow","Lichen"
"flaniv","Flavocetraria nivalis","Lichen_Yellow","Lichen"
"flaniv","Flavocetraria nivalis","Lichen_Yellow","Lichen"
"flaniv","Flavocetraria nivalis","Lichen_Yellow","Lichen"
"flaniv","Flavocetraria nivalis","Lichen_Yellow","Lichen"
"flaniv","Flavocetraria nivalis","Lichen_Yellow","Lichen"
"gravel","Gravel","Abiotic_Rock","Abiotic"
"gravel","Gravel","Abiotic_Rock","Abiotic"
"gravel","Gravel","Abiotic_Rock","Abiotic"
"gravel","Gravel","Abiotic_Rock","Abiotic"
"gravel","Gravel","Abiotic_Rock","Abiotic"
"hylspl","Hylocomium splendens","Moss_Pleurocarp","Moss"
"hylspl","Hylocomium splendens","Moss_Pleurocarp","Moss"
"hylspl","Hylocomium splendens","Moss_Pleurocarp","Moss"
"quartz","Quartz","Abiotic_Rock","Abiotic"
"quartz","Quartz","Abiotic_Rock","Abiotic"
"quartz","Quartz","Abiotic_Rock","Abiotic"
"quartz","Quartz","Abiotic_Rock","Abiotic"
"quartz","Quartz","Abiotic_Rock","Abiotic"
"quartz","Quartz","Abiotic_Rock","Abiotic"
"quartz","Quartz","Abiotic_Rock","Abiotic"
"quartz","Quartz","Abiotic_Rock","Abiotic"
"quartz","Quartz","Abiotic_Rock","Abiotic"
"quartz","Quartz","Abiotic_Rock","Abiotic"
"quartz","Quartz","Abiotic_Rock","Abiotic"
"quartz","Quartz","Abiotic_Rock","Abiotic"
"quartz","Quartz","Abiotic_Rock","Abiotic"
"quartz","Quartz","Abiotic_Rock","Abiotic"
"quartz","Quartz","Abiotic_Rock","Abiotic"
"quartz","Quartz","Abiotic_Rock","Abiotic"
"quartz","Quartz","Abiotic_Rock","Abiotic"
"quartz","Quartz","Abiotic_Rock","Abiotic"
"quartz","Quartz","Abiotic_Rock","Abiotic"
"quartz","Quartz","Abiotic_Rock","Abiotic"
"quartz","Quartz","Abiotic_Rock","Abiotic"
"quartz","Quartz","Abiotic_Rock","Abiotic"
"loipro","Loisleuria procumbens","Dwarf_Shrub_Broad","Dwarf Shrub"
"loipro","Loisleuria procumbens","Dwarf_Shrub_Broad","Dwarf Shrub"
"loipro","Loisleuria procumbens","Dwarf_Shrub_Broad","Dwarf Shrub"
"luparc","Lupinus sp.","Forb","Forb"
"luparc","Lupinus sp.","Forb","Forb"
"luparc","Lupinus sp.","Forb","Forb"
"luparc","Lupinus sp.","Forb","Forb"
"luparc","Lupinus sp.","Forb","Forb"
"luparc","Lupinus sp.","Forb","Forb"
"luparc","Lupinus sp.","Forb","Forb"
"luparc","Lupinus sp.","Forb","Forb"
"luparc","Lupinus sp.","Forb","Forb"
"luparc","Lupinus sp.","Forb","Forb"
"luparc","Lupinus sp.","Forb","Forb"
"luparc","Lupinus sp.","Forb","Forb"
"masric","Masonhalea richardsonii","Lichen_Dark","Lichen"
"masric","Masonhalea richardsonii","Lichen_Dark","Lichen"
"masric","Masonhalea richardsonii","Lichen_Dark","Lichen"
"masric","Masonhalea richardsonii","Lichen_Dark","Lichen"
"masric","Masonhalea richardsonii","Lichen_Dark","Lichen"
"masric","Masonhalea richardsonii","Lichen_Dark","Lichen"
"masric","Masonhalea richardsonii","Lichen_Dark","Lichen"
"masric","Masonhalea richardsonii","Lichen_Dark","Lichen"
"masric","Masonhalea richardsonii","Lichen_Dark","Lichen"
"masric","Masonhalea richardsonii","Lichen_Dark","Lichen"
"masric","Masonhalea richardsonii","Lichen_Dark","Lichen"
"masric","Masonhalea richardsonii","Lichen_Dark","Lichen"
"masric","Masonhalea richardsonii","Lichen_Dark","Lichen"
"masric","Masonhalea richardsonii","Lichen_Dark","Lichen"
"melhep","Melanelia sp.","Lichen_Dark","Lichen"
"melhep","Melanelia sp.","Lichen_Dark","Lichen"
"melhep","Melanelia sp.","Lichen_Dark","Lichen"
"melhep","Melanelia sp.","Lichen_Dark","Lichen"
"melhep","Melanelia sp.","Lichen_Dark","Lichen"
"melhep","Melanelia sp.","Lichen_Dark","Lichen"
"melhep","Melanelia sp.","Lichen_Dark","Lichen"
"melhep","Melanelia sp.","Lichen_Dark","Lichen"
"orange_Porpidia","Porpidia sp.","Lichen_Dark","Lichen"
"orange_Porpidia","Porpidia sp.","Lichen_Dark","Lichen"
"orange_Porpidia","Porpidia sp.","Lichen_Dark","Lichen"
"orange_Porpidia","Porpidia sp.","Lichen_Dark","Lichen"
"orange_Porpidia","Porpidia sp.","Lichen_Dark","Lichen"
"orange_Porpidia","Porpidia sp.","Lichen_Dark","Lichen"
"orange_Porpidia","Porpidia sp.","Lichen_Dark","Lichen"
"orange_Porpidia","Porpidia sp.","Lichen_Dark","Lichen"
"orange_Porpidia","Porpidia sp.","Lichen_Dark","Lichen"
"orange_Porpidia","Porpidia sp.","Lichen_Dark","Lichen"
"orange_Porpidia","Porpidia sp.","Lichen_Dark","Lichen"
"pedrac","Pedicularis racemosa","Forb","Forb"
"pedrac","Pedicularis racemosa","Forb","Forb"
"pedrac","Pedicularis racemosa","Forb","Forb"
"pedrac","Pedicularis racemosa","Forb","Forb"
"pedrac","Pedicularis racemosa","Forb","Forb"
"pedrac","Pedicularis racemosa","Forb","Forb"
"pedrac","Pedicularis racemosa","Forb","Forb"
"pedrac","Pedicularis racemosa","Forb","Forb"
"pedrac","Pedicularis racemosa","Forb","Forb"
"pedrac","Pedicularis racemosa","Forb","Forb"
"pedrac","Pedicularis racemosa","Forb","Forb"
"petfri","Petasites frigida","Forb","Forb"
"petfri","Petasites frigida","Forb","Forb"
"petfri","Petasites frigida","Forb","Forb"
"petfri","Petasites frigida","Forb","Forb"
"petfri","Petasites frigida","Forb","Forb"
"petfri","Petasites frigida","Forb","Forb"
"petfri","Petasites frigida","Forb","Forb"
"petfri","Petasites frigida","Forb","Forb"
"polytrichum","Polytrichum sp.","Moss_Acrocarp","Moss"
"polytrichum","Polytrichum sp.","Moss_Acrocarp","Moss"
"polytrichum","Polytrichum sp.","Moss_Acrocarp","Moss"
"polytrichum","Polytrichum sp.","Moss_Acrocarp","Moss"
"polytrichum","Polytrichum sp.","Moss_Acrocarp","Moss"
"polytrichum","Polytrichum sp.","Moss_Acrocarp","Moss"
"polytrichum","Polytrichum sp.","Moss_Acrocarp","Moss"
"polytrichum","Polytrichum sp.","Moss_Acrocarp","Moss"
"polytrichum","Polytrichum sp.","Moss_Acrocarp","Moss"
"polytrichum","Polytrichum sp.","Moss_Acrocarp","Moss"
"polytrichum","Polytrichum sp.","Moss_Acrocarp","Moss"
"polytrichum","Polytrichum sp.","Moss_Acrocarp","Moss"
"polytrichum","Polytrichum sp.","Moss_Acrocarp","Moss"
"quartz","Quartz","Abiotic_Rock","Abiotic"
"quartz","Quartz","Abiotic_Rock","Abiotic"
"quartz","Quartz","Abiotic_Rock","Abiotic"
"rhigeo","Rhizocarpon geographicum","Lichen_Dark","Lichen"
"rhigeo","Rhizocarpon geographicum","Lichen_Dark","Lichen"
"rhigeo","Rhizocarpon geographicum","Lichen_Dark","Lichen"
"rhigeo","Rhizocarpon geographicum","Lichen_Dark","Lichen"
"rhigeo","Rhizocarpon geographicum","Lichen_Dark","Lichen"
"rhigeo","Rhizocarpon geographicum","Lichen_Dark","Lichen"
"rhigeo","Rhizocarpon geographicum","Lichen_Dark","Lichen"
"rhigeo","Rhizocarpon geographicum","Lichen_Dark","Lichen"
"rhigeo","Rhizocarpon geographicum","Lichen_Dark","Lichen"
"rhigeo","Rhizocarpon geographicum","Lichen_Dark","Lichen"
"rhigeo","Rhizocarpon geographicum","Lichen_Dark","Lichen"
"rhigeo","Rhizocarpon geographicum","Lichen_Dark","Lichen"
"rhigeo","Rhizocarpon geographicum","Lichen_Dark","Lichen"
"rhigeo","Rhizocarpon geographicum","Lichen_Dark","Lichen"
"grey_rhizocarpon","Rhizocarpon sp.","Lichen_Dark","Lichen"
"grey_rhizocarpon","Rhizocarpon sp.","Lichen_Dark","Lichen"
"grey_rhizocarpon","Rhizocarpon sp.","Lichen_Dark","Lichen"
"rhyrug","Rhytidum rugosum","Moss_Acrocarp","Moss"
"rhyrug","Rhytidum rugosum","Moss_Acrocarp","Moss"
"rhyrug","Rhytidum rugosum","Moss_Acrocarp","Moss"
"rhyrug","Rhytidum rugosum","Moss_Acrocarp","Moss"
"rhyrug","Rhytidum rugosum","Moss_Acrocarp","Moss"
"rhyrug","Rhytidum rugosum","Moss_Acrocarp","Moss"
"wooly_salix","Salix (wooly)","Shrub_Salix","Shrub"
"wooly_salix","Salix (wooly)","Shrub_Salix","Shrub"
"wooly_salix","Salix (wooly)","Shrub_Salix","Shrub"
"wooly_salix","Salix (wooly)","Shrub_Salix","Shrub"
"wooly_salix","Salix (wooly)","Shrub_Salix","Shrub"
"wooly_salix","Salix (wooly)","Shrub_Salix","Shrub"
"wooly_salix","Salix (wooly)","Shrub_Salix","Shrub"
"wooly_salix","Salix (wooly)","Shrub_Salix","Shrub"
"wooly_salix","Salix (wooly)","Shrub_Salix","Shrub"
"wooly_salix","Salix (wooly)","Shrub_Salix","Shrub"
"toefeldia","Toefeldia sp.","Forb","Forb"
"toefeldia","Toefeldia sp.","Forb","Forb"
"toefeldia","Toefeldia sp.","Forb","Forb"
"toefeldia","Toefeldia sp.","Forb","Forb"
"toefeldia","Toefeldia sp.","Forb","Forb"
"tomnit","Tomenthypnum nitens","Moss_Pleurocarp","Moss"
"tomnit","Tomenthypnum nitens","Moss_Pleurocarp","Moss"
"umbhyp","Umbilicaria hyperborea","Lichen_Dark","Lichen"
"umbhyp","Umbilicaria hyperborea","Lichen_Dark","Lichen"
"umbhyp","Umbilicaria hyperborea","Lichen_Dark","Lichen"
"umbhyp","Umbilicaria hyperborea","Lichen_Dark","Lichen"
"alnfru","Alnus sp.","Shrub_Alder","Shrub"
"alnfru","Alnus sp.","Shrub_Alder","Shrub"
"alnfru","Alnus sp.","Shrub_Alder","Shrub"
"alnfru","Alnus sp.","Shrub_Alder","Shrub"
"alnfru","Alnus sp.","Shrub_Alder","Shrub"
"alnfru","Alnus sp.","Shrub_Alder","Shrub"
"alnfru","Alnus sp.","Shrub_Alder","Shrub"
"alnfru","Alnus sp.","Shrub_Alder","Shrub"
"alnfru","Alnus sp.","Shrub_Alder","Shrub"
"alnfru","Alnus sp.","Shrub_Alder","Shrub"
"alnfru","Alnus sp.","Shrub_Alder","Shrub"
"alnfru","Alnus sp.","Shrub_Alder","Shrub"
"alnfru","Alnus sp.","Shrub_Alder","Shrub"
"alnfru","Alnus sp.","Shrub_Alder","Shrub"
"alnfru","Alnus sp.","Shrub_Alder","Shrub"
"alnfru","Alnus sp.","Shrub_Alder","Shrub"
"alnfru","Alnus sp.","Shrub_Alder","Shrub"
"alnfru","Alnus sp.","Shrub_Alder","Shrub"
"alnfru","Alnus sp.","Shrub_Alder","Shrub"
"alnfru","Alnus sp.","Shrub_Alder","Shrub"
"alnfru","Alnus sp.","Shrub_Alder","Shrub"
"alnfru","Alnus sp.","Shrub_Alder","Shrub"
"alnfru","Alnus sp.","Shrub_Alder","Shrub"
"alnfru","Alnus sp.","Shrub_Alder","Shrub"
"alnfru","Alnus sp.","Shrub_Alder","Shrub"
"calcan","Calamogrostis sp.","Graminoid_Grass","Graminoid"
"calcan","Calamogrostis sp.","Graminoid_Grass","Graminoid"
"calcan","Calamogrostis sp.","Graminoid_Grass","Graminoid"
"calcan","Calamogrostis sp.","Graminoid_Grass","Graminoid"
"carlin","Carex sp.","Graminoid_Sedge","Graminoid"
"carlin","Carex sp.","Graminoid_Sedge","Graminoid"
"carlin","Carex sp.","Graminoid_Sedge","Graminoid"
"carlin","Carex sp.","Graminoid_Sedge","Graminoid"
"carlin","Carex sp.","Graminoid_Sedge","Graminoid"
"carlin","Carex sp.","Graminoid_Sedge","Graminoid"
"carlin","Carex sp.","Graminoid_Sedge","Graminoid"
"carlin","Carex sp.","Graminoid_Sedge","Graminoid"
"salala","Salix alaxensis","Shrub_Salix","Shrub"
"salala","Salix alaxensis","Shrub_Salix","Shrub"
"salala","Salix alaxensis","Shrub_Salix","Shrub"
"salala","Salix alaxensis","Shrub_Salix","Shrub"
"salala","Salix alaxensis","Shrub_Salix","Shrub"
"salarb","Salix arbusculoides","Shrub_Salix","Shrub"
"salarb","Salix arbusculoides","Shrub_Salix","Shrub"
"salarb","Salix arbusculoides","Shrub_Salix","Shrub"
"salarb","Salix arbusculoides","Shrub_Salix","Shrub"
"sallan","Salix lanata","Shrub_Salix","Shrub"
"sallan","Salix lanata","Shrub_Salix","Shrub"
"sallan","Salix lanata","Shrub_Salix","Shrub"
"sallan","Salix lanata","Shrub_Salix","Shrub"
"salpul","Salix pulchra","Shrub_Salix","Shrub"
"salpul","Salix pulchra","Shrub_Salix","Shrub"
"salpul","Salix pulchra","Shrub_Salix","Shrub"
"salpul","Salix pulchra","Shrub_Salix","Shrub"
"salpul","Salix pulchra","Shrub_Salix","Shrub"
"alnfru","Alnus sp.","Shrub_Alder","Shrub"
"alnfru","Alnus sp.","Shrub_Alder","Shrub"
"alnfru","Alnus sp.","Shrub_Alder","Shrub"
"alnfru","Alnus sp.","Shrub_Alder","Shrub"
"alnfru","Alnus sp.","Shrub_Alder","Shrub"
"alnfru","Alnus sp.","Shrub_Alder","Shrub"
"alnfru","Alnus sp.","Shrub_Alder","Shrub"
"alnfru","Alnus sp.","Shrub_Alder","Shrub"
"salala","Salix alaxensis","Shrub_Salix","Shrub"
"salala","Salix alaxensis","Shrub_Salix","Shrub"
"salala","Salix alaxensis","Shrub_Salix","Shrub"
"salala","Salix alaxensis","Shrub_Salix","Shrub"
"salala","Salix alaxensis","Shrub_Salix","Shrub"
"salala","Salix alaxensis","Shrub_Salix","Shrub"
"salala","Salix alaxensis","Shrub_Salix","Shrub"
"salala","Salix alaxensis","Shrub_Salix","Shrub"
"salala","Salix alaxensis","Shrub_Salix","Shrub"
"salala","Salix alaxensis","Shrub_Salix","Shrub"
"salala","Salix alaxensis","Shrub_Salix","Shrub"
"salala","Salix alaxensis","Shrub_Salix","Shrub"
"salgla","Salix glauca","Shrub_Salix","Shrub"
"salgla","Salix glauca","Shrub_Salix","Shrub"
"salgla","Salix glauca","Shrub_Salix","Shrub"
"salgla","Salix glauca","Shrub_Salix","Shrub"
"salgla","Salix glauca","Shrub_Salix","Shrub"
"salgla","Salix glauca","Shrub_Salix","Shrub"
"salgla","Salix glauca","Shrub_Salix","Shrub"
"salgla","Salix glauca","Shrub_Salix","Shrub"
"salgla","Salix glauca","Shrub_Salix","Shrub"
"salgla","Salix glauca","Shrub_Salix","Shrub"
"salgla","Salix glauca","Shrub_Salix","Shrub"
"salgla","Salix glauca","Shrub_Salix","Shrub"
"salala","Salix alaxensis","Shrub_Salix","Shrub"
"salala","Salix alaxensis","Shrub_Salix","Shrub"
"salala","Salix alaxensis","Shrub_Salix","Shrub"
"salala","Salix alaxensis","Shrub_Salix","Shrub"
"salala","Salix alaxensis","Shrub_Salix","Shrub"
"salala","Salix alaxensis","Shrub_Salix","Shrub"
"salala","Salix alaxensis","Shrub_Salix","Shrub"
"salala","Salix alaxensis","Shrub_Salix","Shrub"
"salala","Salix alaxensis","Shrub_Salix","Shrub"
"salala","Salix alaxensis","Shrub_Salix","Shrub"
"salala","Salix alaxensis","Shrub_Salix","Shrub"
"salala","Salix alaxensis","Shrub_Salix","Shrub"
"salala","Salix alaxensis","Shrub_Salix","Shrub"
"salala","Salix alaxensis","Shrub_Salix","Shrub"
"salala","Salix alaxensis","Shrub_Salix","Shrub"
"salala","Salix alaxensis","Shrub_Salix","Shrub"
"alnfru","Alnus sp.","Shrub_Alder","Shrub"
"alnfru","Alnus sp.","Shrub_Alder","Shrub"
"alnfru","Alnus sp.","Shrub_Alder","Shrub"
"alnfru","Alnus sp.","Shrub_Alder","Shrub"
"alnfru","Alnus sp.","Shrub_Alder","Shrub"
"alnfru","Alnus sp.","Shrub_Alder","Shrub"
"alnfru","Alnus sp.","Shrub_Alder","Shrub"
"alnfru","Alnus sp.","Shrub_Alder","Shrub"
"alnfru","Alnus sp.","Shrub_Alder","Shrub"
"alnfru","Alnus sp.","Shrub_Alder","Shrub"
"alnfru","Alnus sp.","Shrub_Alder","Shrub"
"herlan","Heracleum lanatum","Forb","Forb"
"herlan","Heracleum lanatum","Forb","Forb"
"herlan","Heracleum lanatum","Forb","Forb"
"herlan","Heracleum lanatum","Forb","Forb"
"herlan","Heracleum lanatum","Forb","Forb"
"herlan","Heracleum lanatum","Forb","Forb"
"herlan","Heracleum lanatum","Forb","Forb"
"herlan","Heracleum lanatum","Forb","Forb"
"salric","Salix richardsonii","Shrub_Salix","Shrub"
"salric","Salix richardsonii","Shrub_Salix","Shrub"
"salric","Salix richardsonii","Shrub_Salix","Shrub"
"salric","Salix richardsonii","Shrub_Salix","Shrub"
"betnan","Betula nana","Shrub_Other","Shrub"
"betnan","Betula nana","Shrub_Other","Shrub"
"betnan","Betula nana","Shrub_Other","Shrub"
"betnan","Betula nana","Shrub_Other","Shrub"
"clacuc","Flavocetraria cucculata","Lichen_Dark","Lichen"
"clacuc","Flavocetraria cucculata","Lichen_Dark","Lichen"
"clacuc","Flavocetraria cucculata","Lichen_Dark","Lichen"
"clacuc","Flavocetraria cucculata","Lichen_Dark","Lichen"
"clacuc","Flavocetraria cucculata","Lichen_Dark","Lichen"
"equarv","Equisetum arvense","Forb","Forb"
"equarv","Equisetum arvense","Forb","Forb"
"equarv","Equisetum arvense","Forb","Forb"
"equarv","Equisetum arvense","Forb","Forb"
"salala","Salix alaxensis","Shrub_Salix","Shrub"
"salala","Salix alaxensis","Shrub_Salix","Shrub"
"salala","Salix alaxensis","Shrub_Salix","Shrub"
"salala","Salix alaxensis","Shrub_Salix","Shrub"
"salala","Salix alaxensis","Shrub_Salix","Shrub"
"salala","Salix alaxensis","Shrub_Salix","Shrub"
"carlyn","Carex sp.","Graminoid_Sedge","Graminoid"
"carlyn","Carex sp.","Graminoid_Sedge","Graminoid"
"carlyn","Carex sp.","Graminoid_Sedge","Graminoid"
"carlyn","Carex sp.","Graminoid_Sedge","Graminoid"
"carram","Carex sp.","Graminoid_Sedge","Graminoid"
"carram","Carex sp.","Graminoid_Sedge","Graminoid"
"carram","Carex sp.","Graminoid_Sedge","Graminoid"
"carram","Carex sp.","Graminoid_Sedge","Graminoid"
"irisit","Iris sp.","Forb","Forb"
"irisit","Iris sp.","Forb","Forb"
"irisit","Iris sp.","Forb","Forb"
"irisit","Iris sp.","Forb","Forb"
"pedsud","Pedicularis sudetica","Forb","Forb"
"pedsud","Pedicularis sudetica","Forb","Forb"
"pedsud","Pedicularis sudetica","Forb","Forb"
"pedsud","Pedicularis sudetica","Forb","Forb"
"salala","Salix alaxensis","Shrub_Salix","Shrub"
"salala","Salix alaxensis","Shrub_Salix","Shrub"
"salala","Salix alaxensis","Shrub_Salix","Shrub"
"salala","Salix alaxensis","Shrub_Salix","Shrub"
"Salova","Salix ovalifolia","Shrub_Salix","Shrub"
"Salova","Salix ovalifolia","Shrub_Salix","Shrub"
"Salova","Salix ovalifolia","Shrub_Salix","Shrub"
"Salova","Salix ovalifolia","Shrub_Salix","Shrub"
"Salova","Salix ovalifolia","Shrub_Salix","Shrub"
"Salova","Salix ovalifolia","Shrub_Salix","Shrub"
"popbal","Populus balsamifera","Tree_Broad","Tree"
"popbal","Populus balsamifera","Tree_Broad","Tree"
"popbal","Populus balsamifera","Tree_Broad","Tree"
"popbal","Populus balsamifera","Tree_Broad","Tree"
"salala","Salix alaxensis","Shrub_Salix","Shrub"
"salala","Salix alaxensis","Shrub_Salix","Shrub"
"salala","Salix alaxensis","Shrub_Salix","Shrub"
"salala","Salix alaxensis","Shrub_Salix","Shrub"
"salgla","Salix glauca","Shrub_Salix","Shrub"
"salgla","Salix glauca","Shrub_Salix","Shrub"
"salgla","Salix glauca","Shrub_Salix","Shrub"
"salgla","Salix glauca","Shrub_Salix","Shrub"
"asachr","Asahinea chrysantha","Lichen_Yellow","Lichen"
"asachr","Asahinea chrysantha","Lichen_Yellow","Lichen"
"asachr","Asahinea chrysantha","Lichen_Yellow","Lichen"
"asachr","Asahinea chrysantha","Lichen_Yellow","Lichen"
"asachr","Asahinea chrysantha","Lichen_Yellow","Lichen"
"asachr","Asahinea chrysantha","Lichen_Yellow","Lichen"
"asachr","Asahinea chrysantha","Lichen_Yellow","Lichen"
"asachr","Asahinea chrysantha","Lichen_Yellow","Lichen"
"asachr","Asahinea chrysantha","Lichen_Yellow","Lichen"
"asachr","Asahinea chrysantha","Lichen_Yellow","Lichen"
"asachr","Asahinea chrysantha","Lichen_Yellow","Lichen"
"asachr","Asahinea chrysantha","Lichen_Yellow","Lichen"
"asachr","Asahinea chrysantha","Lichen_Yellow","Lichen"
"asachr","Asahinea chrysantha","Lichen_Yellow","Lichen"
"asachr","Asahinea chrysantha","Lichen_Yellow","Lichen"
"castet","Cassiope tetragona","Dwarf_Shrub_Needle","Dwarf Shrub"
"castet","Cassiope tetragona","Dwarf_Shrub_Needle","Dwarf Shrub"
"castet","Cassiope tetragona","Dwarf_Shrub_Needle","Dwarf Shrub"
"castet","Cassiope tetragona","Dwarf_Shrub_Needle","Dwarf Shrub"
"castet","Cassiope tetragona","Dwarf_Shrub_Needle","Dwarf Shrub"
"castet","Cassiope tetragona","Dwarf_Shrub_Needle","Dwarf Shrub"
"castet","Cassiope tetragona","Dwarf_Shrub_Needle","Dwarf Shrub"
"castet","Cassiope tetragona","Dwarf_Shrub_Needle","Dwarf Shrub"
"castet","Cassiope tetragona","Dwarf_Shrub_Needle","Dwarf Shrub"
"claunc","Cladonia uncialis","Lichen_Yellow","Lichen"
"claunc","Cladonia uncialis","Lichen_Yellow","Lichen"
"claunc","Cladonia uncialis","Lichen_Yellow","Lichen"
"claunc","Cladonia uncialis","Lichen_Yellow","Lichen"
"claunc","Cladonia uncialis","Lichen_Yellow","Lichen"
"claunc","Cladonia uncialis","Lichen_Yellow","Lichen"
"dacarc","Dactylina arctica","Lichen_Yellow","Lichen"
"dacarc","Dactylina arctica","Lichen_Yellow","Lichen"
"dacarc","Dactylina arctica","Lichen_Yellow","Lichen"
"dacarc","Dactylina arctica","Lichen_Yellow","Lichen"
"dacarc","Dactylina arctica","Lichen_Yellow","Lichen"
"dacarc","Dactylina arctica","Lichen_Yellow","Lichen"
"dacarc","Dactylina arctica","Lichen_Yellow","Lichen"
"pilaci","Pilophorus acicularis","Lichen_Light","Lichen"
"pilaci","Pilophorus acicularis","Lichen_Light","Lichen"
"pilaci","Pilophorus acicularis","Lichen_Light","Lichen"
"pilaci","Pilophorus acicularis","Lichen_Light","Lichen"
"pilaci","Pilophorus acicularis","Lichen_Light","Lichen"
"pilaci","Pilophorus acicularis","Lichen_Light","Lichen"
"pilaci","Pilophorus acicularis","Lichen_Light","Lichen"
"pilaci","Pilophorus acicularis","Lichen_Light","Lichen"
"pilaci","Pilophorus acicularis","Lichen_Light","Lichen"
"pilaci","Pilophorus acicularis","Lichen_Light","Lichen"
"pilaci","Pilophorus acicularis","Lichen_Light","Lichen"
"pilaci","Pilophorus acicularis","Lichen_Light","Lichen"
